%% starting
% Lead: tauZ 1 sec, tauP = 0.15 sec, T = 0.002 sec
%       tauZ2pT = 2.002, tauZ2mT = 1.998, tauP2pT = 0.302, tauP2mT = 0.298
% Demo behave:: state changed from 0 to 10 at 71.9090 sec
% Demo behave:: state changed from 10 to 13 at 72.0110 sec
%% following line
% Demo behave:: state changed from 13 to 14 at 72.0130 sec
% followed line in 4.524927 sec
% Demo behave:: state changed from 14 to 90 at 76.5390 sec
% Demo behave:: state changed from 90 to 99 at 77.2110 sec
% Demo behave:: state changed from 99 to 0 at 77.2130 sec
%% finished demo 1
%  1    time 0.0000 sec, from Bode (122)
%  2  3 Motor voltage (V) left, right: 0.00 0.00
%  4  5 Wheel velocity (m/s) left, right: -0.0000 0.0000
%  6    Turnrate (rad/s): 0.0000
%  7  8  9 10 Pose x,y,h,tilt (m,m,rad,rad): 0.0000 0.0000 0.0000 3.1322
% 11 .. 29 Edge sensor: left pos, right pos, line valid, crossing, values d d d d d d d d,  white, used, LED high, average white, line detect count, crossing detect count
% 30    Battery voltage (12.09 V)
0.0000 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13216 0.00 0.00 0 0 566 558 572 552 565 566 555 525  1 1 1 0.56 0 0 12.09 
0.0020 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13215 0.00 0.00 0 0 553 571 639 660 626 551 540 527  1 1 1 0.58 0 0 12.08 
0.0040 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13209 0.00 0.00 0 0 564 630 752 790 692 572 567 548  1 1 1 0.64 0 0 12.08 
0.0060 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13204 0.00 0.00 1 0 605 662 817 862 735 609 601 581  1 1 1 0.68 0 1 12.08 
0.0080 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13200 -0.27 -0.27 1 0 621 686 857 914 752 629 610 602  1 1 1 0.71 0 2 12.07 
0.0100 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13195 -0.27 -0.27 1 0 623 699 880 934 759 632 629 608  1 1 1 0.72 0 3 12.07 
0.0120 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13192 -0.27 -0.27 1 0 624 701 885 948 759 634 636 612  1 1 1 0.73 0 4 12.07 
0.0140 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13190 -0.27 -0.27 1 0 629 705 884 949 759 626 632 600  1 1 1 0.72 0 5 12.08 
0.0160 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13186 -0.26 -0.26 1 0 626 696 881 942 761 626 631 600  1 1 1 0.72 0 6 12.08 
0.0180 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.13185 -0.25 -0.25 1 0 626 697 881 954 765 632 631 589  1 1 1 0.72 0 7 12.09 
