%% starting
% Lead: tauZ 1 sec, tauP = 0.15 sec, T = 0.002 sec
%       tauZ2pT = 2.002, tauZ2mT = 1.998, tauP2pT = 0.302, tauP2mT = 0.298
% Demo behave:: state changed from 0 to 10 at 27.4850 sec
% Demo behave:: state changed from 10 to 13 at 27.5870 sec
%% following line
% Demo behave:: state changed from 13 to 14 at 27.5890 sec
% followed line in 4.059184 sec
% Demo behave:: state changed from 14 to 90 at 31.6490 sec
% Demo behave:: state changed from 90 to 99 at 32.3510 sec
% Demo behave:: state changed from 99 to 0 at 32.3530 sec
%% finished demo 1
%  1    time 0.0000 sec, from Bode (122)
%  2  3 Motor voltage (V) left, right: 0.00 0.00
%  4  5 Wheel velocity (m/s) left, right: -0.0000 0.0000
%  6    Turnrate (rad/s): 0.0000
%  7  8  9 10 Pose x,y,h,tilt (m,m,rad,rad): 0.0000 0.0000 0.0000 3.1276
% 11 .. 29 Edge sensor: left pos, right pos, line valid, crossing, values d d d d d d d d,  white, used, LED high, average white, line detect count, crossing detect count
% 30    Battery voltage (12.26 V)
0.0000 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12757 0.00 0.00 0 0 0 0 0 0 0 0 0 0  1 1 1 0.00 0 0 12.26 
0.0020 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12756 0.00 0.00 1 0 722 620 674 812 810 741 713 879  1 1 1 0.75 0 1 12.25 
0.0040 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12754 0.97 0.97 1 0 626 590 692 870 843 704 645 713  1 1 1 0.71 0 2 12.25 
0.0060 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12752 0.63 0.63 1 0 623 574 713 909 877 700 622 636  1 1 1 0.71 0 3 12.24 
0.0080 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12748 0.53 0.53 1 0 602 554 723 933 897 672 587 615  1 1 1 0.70 0 4 12.24 
0.0100 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12742 0.45 0.45 1 0 607 561 721 941 902 703 587 585  1 1 1 0.70 0 5 12.24 
0.0120 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12737 0.35 0.35 1 0 593 570 730 937 894 702 571 566  1 1 1 0.70 0 6 12.24 
0.0140 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12732 0.30 0.30 1 0 605 575 734 949 896 699 582 557  1 1 1 0.70 0 7 12.23 
0.0160 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12728 0.29 0.29 1 0 605 568 734 949 886 698 572 561  1 1 1 0.70 0 8 12.23 
0.0180 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12724 0.25 0.25 1 0 618 556 733 952 894 704 567 544  1 1 1 0.70 0 9 12.23 
0.0200 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12719 0.33 0.33 1 0 608 561 724 968 900 703 581 559  1 1 1 0.70 0 10 12.24 
0.0220 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12719 0.38 0.38 1 0 602 564 714 972 903 702 583 564  1 1 1 0.70 0 11 12.23 
0.0240 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12718 0.45 0.45 1 0 593 555 710 969 909 702 589 564  1 1 1 0.70 0 12 12.23 
0.0260 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12717 0.45 0.45 1 0 596 559 730 970 889 717 590 574  1 1 1 0.70 0 13 12.23 
0.0280 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12716 0.43 0.43 1 0 589 569 724 952 888 712 582 574  1 1 1 0.70 0 14 12.24 
0.0300 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12716 0.34 0.34 1 0 600 566 724 961 897 711 582 551  1 1 1 0.70 0 15 12.25 
0.0320 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12717 0.34 0.34 1 0 602 563 720 961 902 706 572 559  1 1 1 0.70 0 16 12.25 
0.0340 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12718 0.48 0.48 1 0 604 551 718 954 896 708 585 585  1 1 1 0.70 0 17 12.23 
0.0360 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12720 0.36 0.36 1 0 605 569 727 956 902 709 592 559  1 1 1 0.70 0 18 12.24 
0.0380 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12719 0.33 0.33 1 0 613 575 720 957 900 708 590 561  1 1 1 0.70 0 19 12.24 
0.0400 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12719 0.32 0.32 1 0 607 576 732 942 903 697 587 563  1 1 1 0.70 0 20 12.24 
0.0420 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12716 0.37 0.37 1 0 611 566 738 950 915 697 589 578  1 1 1 0.71 0 20 12.24 
