%% starting
% Lead: tauZ 0.5 sec, tauP = 0.1 sec, T = 0.002 sec
%       tauZ2pT = 1.002, tauZ2mT = 0.998, tauP2pT = 0.202, tauP2mT = 0.198
% Demo behave:: state changed from 0 to 10 at 79.4710 sec
% Demo behave:: state changed from 10 to 13 at 79.5730 sec
%% following line
% Demo behave:: state changed from 13 to 14 at 79.5750 sec
% followed line in 4.584898 sec
% Demo behave:: state changed from 14 to 90 at 84.1610 sec
% Demo behave:: state changed from 90 to 99 at 84.8130 sec
% Demo behave:: state changed from 99 to 0 at 84.8150 sec
%% finished demo 1
%  1    time 0.0000 sec, from Bode (122)
%  2  3 Motor voltage (V) left, right: 0.00 0.00
%  4  5 Wheel velocity (m/s) left, right: -0.0000 0.0000
%  6    Turnrate (rad/s): 0.0000
%  7  8  9 10 Pose x,y,h,tilt (m,m,rad,rad): 0.0000 0.0000 0.0000 3.1241
% 11 .. 29 Edge sensor: left pos, right pos, line valid, crossing, values d d d d d d d d,  white, used, LED high, average white, line detect count, crossing detect count
% 30    Battery voltage (12.28 V)
0.0000 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12406 0.00 0.00 0 0 0 0 0 0 0 0 0 0  1 1 1 0.00 0 0 12.28 
0.0020 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12406 0.00 0.00 1 0 705 609 605 741 855 803 754 879  1 1 1 0.74 0 1 12.28 
0.0040 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12404 1.54 1.54 1 0 613 549 568 716 890 799 678 741  1 1 1 0.69 0 2 12.28 
0.0060 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12401 1.47 1.47 1 0 572 541 538 716 927 829 656 647  1 1 1 0.68 0 3 12.27 
0.0080 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12398 1.45 1.45 1 0 564 556 557 732 950 851 652 617  1 1 1 0.69 0 4 12.27 
0.0100 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12395 1.34 1.34 1 0 564 561 560 740 956 865 648 580  1 1 1 0.68 0 5 12.27 
0.0120 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12394 1.24 1.24 1 0 569 558 566 762 976 863 650 566  1 1 1 0.69 0 6 12.27 
0.0140 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12394 1.21 1.21 1 0 559 543 555 741 971 858 638 546  1 1 1 0.68 0 7 12.27 
0.0160 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12395 1.22 1.22 1 0 561 543 545 724 971 869 635 540  1 1 1 0.67 0 8 12.28 
0.0180 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12393 1.32 1.32 1 0 553 540 556 729 955 869 650 564  1 1 1 0.68 0 9 12.27 
0.0200 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12392 1.29 1.29 1 0 561 543 562 731 950 875 643 568  1 1 1 0.68 0 10 12.27 
0.0220 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12392 1.40 1.40 1 0 544 541 556 732 959 883 662 572  1 1 1 0.68 0 11 12.27 
0.0240 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12390 1.37 1.37 1 0 552 546 545 735 960 887 649 570  1 1 1 0.68 0 12 12.27 
0.0260 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12390 1.28 1.28 1 0 561 555 551 728 976 885 650 549  1 1 1 0.68 0 13 12.27 
0.0280 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12391 1.28 1.28 1 0 575 549 562 728 971 883 648 578  1 1 1 0.69 0 14 12.27 
0.0300 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12393 1.27 1.27 1 0 574 545 546 736 982 878 649 566  1 1 1 0.69 0 15 12.27 
0.0320 0.00 0.00 -0.0000 0.0000 0.0000 0.0000 0.0000 0.00000 3.12394 1.15 1.15 1 0 586 554 551 729 977 845 638 557  1 1 1 0.68 0 16 12.27 
