dt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fused_x,fused_y,fused_z,roll,pitch,yaw,pose_x,pose_y,pose_yaw
0.0122,-0.009766,-0.005127,1.310547,0.305481,0.200867,0.131378,0.0,0.0,0.0,-0.0017723047776796183,-0.05524454300252027,0.001605424865159354,0.936,1.713,1.2179
0.0122,-0.009766,-0.005859,1.319092,0.458069,0.048279,-0.173798,0.0,0.0,0.0,-0.0075230020248694355,-0.09301560026155349,-0.0004993259831948582,0.936,1.713,1.2179
0.012,-0.004639,-0.008545,1.305908,0.305481,0.353455,0.192413,0.0,0.0,0.0,-0.03410056524365528,-0.15829784193479216,0.0018789670588729985,0.936,1.713,1.2179
0.0121,0.000488,-0.008301,1.320557,0.397034,0.231384,0.161896,0.0,0.0,0.0,-0.05062314893099726,-0.24283006611567326,0.003903829850897924,0.936,1.713,1.2179
0.0122,-0.008301,-0.004395,1.316162,0.458069,0.292419,-0.02121,0.0,0.0,0.0,-0.03814602480199092,-0.2535705544821188,0.003595835807363931,0.936,1.713,1.2179
0.0122,-0.001221,-0.000244,1.30835,0.427551,0.383972,0.070343,0.0,0.0,0.0,-0.004633032402120699,-0.30076417003148526,0.004249648652607239,0.936,1.713,1.2179
0.0121,-0.007568,-0.003662,1.299316,0.397034,-0.073792,0.161896,0.0,0.0,0.0,0.005484491049242215,-0.31191278368972347,0.006167796255825549,0.936,1.713,1.2179
0.012,-0.002686,-0.006592,1.312012,0.335999,0.231384,0.192413,0.0,0.0,0.0,-0.00013129841960320043,-0.34040079381470967,0.00855813355019106,0.936,1.713,1.2179
0.0111,-0.006348,-0.008057,1.314941,0.244446,0.139832,-0.02121,0.0,0.0,0.0,-0.012077919654748621,-0.34954936881999604,0.008454037653475955,0.936,1.713,1.2179
0.0124,-0.00415,-0.006836,1.303467,0.427551,-0.134827,-0.234833,0.0,0.0,0.0,-0.01490375904739796,-0.3694636836503681,0.005612988291701258,0.936,1.713,1.2179
