dt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fused_x,fused_y,fused_z,roll,pitch,yaw,pose_x,pose_y,pose_yaw
0.308341,0,0,0,-0.213318,-0.043274,0.375519,0.0,0.0,0.0,4.169427117475314,-13.189532967156682,-0.37454803055253477,-0.801,-0.525,2.2323
0.0119,-0.011963,-0.003174,1.309814,0.122375,0.322937,0.436554,0.0,0.0,0.0,3.364121192475974,-10.68625245267909,-0.2030344651785561,-0.801,-0.525,2.2323
0.0129,-0.014893,-0.001465,1.312744,0.122375,0.017761,0.314484,0.0,0.0,0.0,2.8450155505347796,-8.97227599750879,-0.11116238038802755,-0.801,-0.525,2.2323
0.0121,-0.012939,-0.005859,1.309326,-0.152283,-0.104309,0.345001,0.0,0.0,0.0,2.4354279010799877,-7.750572100680109,-0.04821213933469458,-0.801,-0.525,2.2323
0.0114,-0.015137,-0.00293,1.313232,-0.06073,0.017761,0.253448,0.0,0.0,0.0,2.148318919109077,-6.809035132348053,-0.009223827988614324,-0.801,-0.525,2.2323
0.0141,-0.012939,-0.00293,1.304932,-0.091248,0.109314,0.009308,0.0,0.0,0.0,1.9235875583068682,-6.082469380041105,0.01583476963761347,-0.801,-0.525,2.2323
0.0104,-0.014648,0.000488,1.310791,-0.121765,0.017761,0.131378,0.0,0.0,0.0,1.7618944067584468,-5.488946162902427,0.03386625738552614,-0.801,-0.525,2.2323
0.0117,-0.017334,0.000732,1.310059,-0.213318,-0.287415,0.161896,0.0,0.0,0.0,1.629060392269387,-4.990339386049805,0.04818326352323505,-0.801,-0.525,2.2323
0.0125,-0.012695,-0.00293,1.30957,-0.06073,-0.134827,0.283966,0.0,0.0,0.0,1.5020091522563488,-4.592856823121196,0.061525067746441786,-0.801,-0.525,2.2323
0.0115,-0.015869,-0.003418,1.3125,0.152893,0.017761,0.222931,0.0,0.0,0.0,1.3944230709235652,-4.239961424466185,0.07201910255002494,-0.801,-0.525,2.2323
0.0129,-0.014648,-0.001953,1.315186,-0.030212,0.017761,0.161896,0.0,0.0,0.0,1.305895337787609,-3.940987305720819,0.08029892455360294,0.0,0.0,0.0
0.0114,-0.017578,-0.003418,1.312012,0.091858,-0.043274,0.375519,0.0,0.0,0.0,1.2247123193568081,-3.6709219795702044,0.0897430971878123,0.0,0.0,0.0
0.0121,-0.014404,-0.001709,1.314453,0.122375,-0.043274,0.406036,0.0,0.0,0.0,1.1598866599662394,-3.4449614043387906,0.09874996361089511,0.0,0.0,0.0
0.0132,-0.011963,-0.001221,1.310059,0.152893,0.078796,0.283966,0.0,0.0,0.0,1.1048194632114665,-3.2515267009293947,0.10576396915669967,0.0,0.0,0.0
0.0103,-0.017578,0.0,1.307373,0.000305,-0.134827,0.131378,0.0,0.0,0.0,1.0580215430025643,-3.0639370021418326,0.11053991419875854,0.0,0.0,0.0
0.0119,-0.012939,-0.000977,1.305908,-0.121765,-0.134827,0.100861,0.0,0.0,0.0,1.0117590932506162,-2.9097245606596083,0.11406036898121613,0.0,0.0,0.0
0.0124,-0.01416,-0.004395,1.308838,0.122375,0.139832,0.345001,0.0,0.0,0.0,0.9629139204876653,-2.7641448566542888,0.11981800957780171,0.0,0.0,0.0
0.0139,-0.012695,-0.004639,1.31543,-0.091248,-0.043274,0.283966,0.0,0.0,0.0,0.9153805837666998,-2.638118455866719,0.12477700291793299,0.0,0.0,0.0
