dt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fused_x,fused_y,fused_z,roll,pitch,yaw,pose_x,pose_y,pose_yaw
0.323887,-0.015137,-0.011963,1.306396,0.030823,-0.073792,0.314484,0.0,0.0,0.0,-0.09324007839773764,-0.014721543170020085,0.1018899650334718,2.279,-2.571,2.7589
0.0149,-0.014648,-0.009277,1.306641,-0.121765,0.261902,0.345001,0.0,0.0,0.0,-0.12716980149474505,-0.011474387325135508,0.10702926669703947,2.279,-2.571,2.7589
0.0089,-0.013672,-0.011475,1.305664,-0.121765,-0.012756,0.253448,0.0,0.0,0.0,-0.17004714084534348,-0.021086593404301305,0.10929163036126041,2.279,-2.571,2.7589
0.012,-0.011719,-0.010498,1.311523,-0.121765,0.078796,0.100861,0.0,0.0,0.0,-0.1932446513975605,-0.04256195370111371,0.11049356111016541,2.279,-2.571,2.7589
0.0147,-0.013184,-0.01123,1.300537,0.274963,0.078796,0.253448,0.0,0.0,0.0,-0.2115403023956997,-0.04829702978116788,0.11423239312790515,2.279,-2.571,2.7589
0.009,-0.011963,-0.010498,1.305908,-0.152283,-0.073792,0.253448,0.0,0.0,0.0,-0.2254348723682014,-0.06181688706834753,0.11651511655087494,2.279,-2.571,2.7589
0.0129,-0.015869,-0.009521,1.311279,0.000305,-0.012756,0.161896,0.0,0.0,0.0,-0.22987709351767266,-0.05037490447122833,0.11863010399755798,2.279,-2.571,2.7589
0.0115,-0.016357,-0.009521,1.301514,-0.304871,0.017761,0.192413,0.0,0.0,0.0,-0.23689124086804494,-0.038141514752972124,0.12086657217294386,2.279,-2.571,2.7589
0.0121,-0.013428,-0.009033,1.312988,0.091858,-0.165344,0.314484,0.0,0.0,0.0,-0.23632775049619523,-0.0436432743342289,0.12467425853985784,2.279,-2.571,2.7589
0.0117,-0.012451,-0.013672,1.307617,0.000305,-0.226379,0.375519,0.0,0.0,0.0,-0.25692950411722604,-0.05330161266369363,0.12908848003565362,2.279,-2.571,2.7589
0.0126,-0.016602,-0.011475,1.306641,-0.152283,0.048279,0.100861,0.0,0.0,0.0,-0.26757827449654015,-0.04206441248512298,0.13039265088977617,2.279,-2.571,2.7589
0.0116,-0.014893,-0.009521,1.312256,-0.06073,0.017761,0.253448,0.0,0.0,0.0,-0.26838414875738237,-0.03907064804844263,0.13333906696485875,2.279,-2.571,2.7589
0.0123,-0.016113,-0.014404,1.313477,-0.030212,0.048279,0.192413,0.0,0.0,0.0,-0.28595337096819035,-0.03178922042963069,0.13573091551584437,2.279,-2.571,2.7589
0.0147,-0.013428,-0.012451,1.308105,0.000305,-0.043274,0.131378,0.0,0.0,0.0,-0.294787030016708,-0.035390952355491515,0.1376585365463314,0.0,0.0,0.0
0.0087,-0.013184,-0.008789,1.30249,-0.274353,-0.134827,0.222931,0.0,0.0,0.0,-0.2934433854147831,-0.03992386002552815,0.13958991110323282,0.0,0.0,0.0
0.0125,-0.014893,-0.010742,1.308594,0.030823,-0.043274,0.100861,0.0,0.0,0.0,-0.29550157779297526,-0.03832973130949796,0.14086246014818188,0.0,0.0,0.0
0.0121,-0.016113,-0.008545,1.309814,-0.030212,-0.134827,0.222931,0.0,0.0,0.0,-0.29180949529796263,-0.03449065520207119,0.14358545017203467,0.0,0.0,0.0
0.0114,-0.012207,-0.010986,1.303955,-0.152283,0.017761,0.100861,0.0,0.0,0.0,-0.29645939202118476,-0.039939888424789224,0.144716097233477,0.0,0.0,0.0
0.013,-0.018066,-0.01123,1.307129,0.122375,0.322937,0.070343,0.0,0.0,0.0,-0.29818666602056737,-0.02588975397437144,0.14564482887535418,0.0,0.0,0.0
0.011,-0.014893,-0.012695,1.308105,-0.304871,-0.165344,0.039825,0.0,0.0,0.0,-0.308042142158571,-0.02650015818205758,0.14609604414636806,0.0,0.0,0.0
0.0123,-0.017822,-0.010986,1.302734,-0.1828,-0.195862,0.406036,0.0,0.0,0.0,-0.3121591460467634,-0.020675669758990885,0.1511357703011934,0.0,0.0,0.0
0.0127,-0.016602,-0.010986,1.306641,-0.243835,-0.073792,0.345001,0.0,0.0,0.0,-0.31680700199403355,-0.016807724416155478,0.15554078166499916,0.0,0.0,0.0
0.0136,-0.012939,-0.010498,1.307373,-0.06073,0.109314,0.039825,0.0,0.0,0.0,-0.31794819275784597,-0.01904584871906815,0.1560581526911423,0.0,0.0,0.0
