dt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fused_x,fused_y,fused_z,roll,pitch,yaw,pose_x,pose_y,pose_yaw
0.445516,0,0,0,0.335999,0.261902,0.039825,0.0,0.0,0.0,5.148377351087701,-15.33369233989218,-0.6504251233089862,-0.011,0.0,0.0194
0.0118,0.006348,-0.008057,1.313232,0.458069,0.109314,-0.173798,0.0,0.0,0.0,3.9505645161227654,-12.260032849107166,-0.3562985541970671,-0.011,0.0,0.0194
0.0125,0.006104,-0.000732,1.310303,0.580139,0.109314,0.161896,0.0,0.0,0.0,3.2790990876396013,-10.293450735342358,-0.21813934942366514,-0.011,0.0,0.0194
0.0136,0.007812,-0.00415,1.311523,0.335999,0.41449,-0.02121,0.0,0.0,0.0,2.785671121407412,-8.933451916805248,-0.13225645246489873,-0.011,0.0,0.0194
0.0097,0.008057,-0.005127,1.314941,0.488586,0.231384,-0.051727,0.0,0.0,0.0,2.417621673253115,-7.933300627635799,-0.07603935917333311,-0.011,0.0,0.0194
0.0122,0.008301,-0.002686,1.31543,0.305481,0.170349,-0.02121,0.0,0.0,0.0,2.151693546653946,-7.165019425954752,-0.03892453830882092,-0.011,0.0,0.0194
0.0118,0.005615,-0.00293,1.30957,0.305481,0.322937,0.222931,0.0,0.0,0.0,1.9400014013666163,-6.538653330974822,-0.00884640130796002,-0.011,0.0,0.0194
0.0116,0.008057,-0.00293,1.314209,0.427551,0.506042,0.070343,0.0,0.0,0.0,1.7699398895072034,-6.039423084842009,0.012353148952484754,-0.011,0.0,0.0194
0.0122,0.008057,0.000488,1.311523,0.366516,0.261902,0.009308,0.0,0.0,0.0,1.646031899490347,-5.627376998304704,0.02756952137940135,-0.011,0.0,0.0194
0.0121,0.007324,-0.005127,1.314697,0.488586,0.200867,0.253448,0.0,0.0,0.0,1.5177425103320148,-5.277255135371535,0.043093810315858995,-0.011,0.0,0.0194
0.0123,0.007568,-0.002686,1.311523,0.305481,0.231384,0.039825,0.0,0.0,0.0,1.417145946578715,-4.978577879943919,0.053564166695644254,-0.011,0.0,0.0194
0.0124,0.004639,-0.00293,1.313721,0.122375,0.261902,0.009308,0.0,0.0,0.0,1.3275390800297466,-4.70839131432932,0.06227569386464523,-0.011,0.0,0.0194
0.0115,0.005615,-0.001953,1.311523,0.366516,0.170349,-0.082245,0.0,0.0,0.0,1.255648743752531,-4.477101538080139,0.0684078427269437,-0.011,0.0,0.0194
0.0115,0.005371,-0.002441,1.314453,0.641174,0.261902,-0.051727,0.0,0.0,0.0,1.1938688267619109,-4.2713364237949065,0.07374474071294194,-0.011,0.0,0.0194
0.0147,0.007568,-0.002441,1.317627,0.274963,0.353455,-0.112762,0.0,0.0,0.0,1.1363146222081901,-4.093164093312573,0.07682977380752935,-0.011,0.0,0.0194
0.0097,0.005371,-0.003174,1.313721,0.213928,0.292419,-0.02121,0.0,0.0,0.0,1.080994751968814,-3.9295754201643573,0.08081401622464766,-0.011,0.0,0.0194
0.0122,0.007568,-0.000488,1.319092,0.427551,0.170349,0.009308,0.0,0.0,0.0,1.042113472219261,-3.7891243592988535,0.08483309842733687,-0.011,0.0,0.0194
0.0123,0.007812,-0.008057,1.319824,0.458069,0.231384,0.222931,0.0,0.0,0.0,0.9864900505634412,-3.6620755465146697,0.08901182873632277,-0.011,0.0,0.0194
0.0116,0.00708,-0.001465,1.314941,0.549622,0.261902,-0.082245,0.0,0.0,0.0,0.9546359410231617,-3.544535319056796,0.09110072781933938,-0.011,0.0,0.0194
0.0117,0.005859,0.0,1.313965,0.488586,-0.043274,-0.112762,0.0,0.0,0.0,0.928980998425092,-3.437495410238265,0.09300785061961085,-0.011,0.0,0.0194
0.0128,0.004639,-0.001465,1.317139,0.244446,0.475525,0.161896,0.0,0.0,0.0,0.8994386415033723,-3.3300974296779953,0.09782310878508263,-0.011,0.0,0.0194
0.012,0.006592,-0.001953,1.316406,0.335999,0.170349,0.161896,0.0,0.0,0.0,0.8721237503829878,-3.239519554605098,0.10169850174563698,-0.011,0.0,0.0194
0.0117,0.008301,-0.002441,1.315918,0.458069,-0.012756,0.283966,0.0,0.0,0.0,0.8471718947569143,-3.1618294793046147,0.10629026622323777,-0.011,0.0,0.0194
0.0123,0.008057,-0.00415,1.314453,0.335999,0.139832,0.161896,0.0,0.0,0.0,0.8194479822776489,-3.087622934958506,0.10892526050670101,-0.011,0.0,0.0194
0.0112,0.005859,-0.003418,1.320068,0.458069,0.200867,0.161896,0.0,0.0,0.0,0.7963643019413091,-3.0134064662339597,0.11185105145150892,-0.011,0.0,0.0194
0.0126,0.006836,-0.001465,1.315918,0.305481,0.292419,0.009308,0.0,0.0,0.0,0.7778443548757755,-2.944892869045755,0.11341836293377283,-0.011,0.0,0.0194
0.0112,0.005371,-0.002197,1.312012,0.274963,0.200867,-0.02121,0.0,0.0,0.0,0.7585499649957318,-2.8794923821945027,0.1144487715934207,-0.011,0.0,0.0194
0.0123,0.007812,-0.001465,1.314941,0.183411,0.200867,0.039825,0.0,0.0,0.0,0.7411318067869872,-2.822543082280382,0.11596198556869547,0.0,0.0,0.0
0.0126,0.006592,-0.003906,1.318115,0.366516,0.353455,0.100861,0.0,0.0,0.0,0.7226032919335049,-2.764816865038597,0.11757206486292344,0.0,0.0,0.0
0.0117,0.007812,-0.009521,1.317139,0.335999,0.353455,-0.02121,0.0,0.0,0.0,0.694693882081833,-2.712962878156712,0.11561753676054212,0.0,0.0,0.0
0.0118,0.003662,-0.003906,1.314209,0.213928,0.445007,-0.14328,0.0,0.0,0.0,0.6770131934178321,-2.6557978041222414,0.11468344765993355,0.0,0.0,0.0
0.0119,0.009521,-0.006348,1.313721,0.213928,0.322937,0.039825,0.0,0.0,0.0,0.6561754158829958,-2.613048431836737,0.11417628964441626,0.0,0.0,0.0
0.0127,0.005371,-0.00415,1.314941,0.488586,0.261902,-0.082245,0.0,0.0,0.0,0.643806590708327,-2.5661511926403104,0.11345612926927122,0.0,0.0,0.0
0.0113,0.002441,-0.005371,1.316162,0.183411,0.353455,0.039825,0.0,0.0,0.0,0.626226493706157,-2.51634330376183,0.1142294368662807,0.0,0.0,0.0
0.0122,0.008301,-0.006592,1.318604,0.335999,0.231384,0.100861,0.0,0.0,0.0,0.6096270176023424,-2.4792772880056058,0.11448607448939206,0.0,0.0,0.0
0.0146,0.006836,-0.004883,1.314453,0.305481,0.078796,-0.051727,0.0,0.0,0.0,0.596987625204884,-2.4434340049360634,0.11349470895699976,0.0,0.0,0.0
0.0094,0.005371,-0.003174,1.316406,0.06134,0.567078,0.100861,0.0,0.0,0.0,0.5838114871909743,-2.4030947538206924,0.11498855558109661,0.0,0.0,0.0
0.0124,0.00708,-0.002197,1.312256,0.427551,-0.043274,0.131378,0.0,0.0,0.0,0.577294773514639,-2.372889259133726,0.11709830887422641,0.0,0.0,0.0
0.0114,0.007324,-0.005127,1.31543,0.335999,0.53656,0.009308,0.0,0.0,0.0,0.5656163468319204,-2.3379052130666236,0.11674757637710831,0.0,0.0,0.0
0.0135,0.006348,-0.00293,1.316162,0.458069,0.200867,-0.02121,0.0,0.0,0.0,0.5599359674479729,-2.3062923860665725,0.1167634434810765,0.0,0.0,0.0
0.0107,0.005859,-0.003906,1.319092,0.458069,0.231384,-0.082245,0.0,0.0,0.0,0.5520734896915923,-2.275555177395116,0.11590660721601317,0.0,0.0,0.0
