dt,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,fused_x,fused_y,fused_z,roll,pitch,yaw,pose_x,pose_y,pose_yaw
0.0122,-0.015869,-0.012207,1.303711,-0.18656499999999998,-0.003523000000000026,0.011553000000000008,0.0,0.0,0.0,-0.0859106525316327,0.010819502024202208,0.00013308221448050649,-0.91,2.34,-1.9119
0.0122,-0.014893,-0.011963,1.30249,-0.2476,0.11854699999999999,0.13362300000000002,0.0,0.0,0.0,-0.14212617085883492,0.010166718430353975,0.001749027721020077,-0.91,2.34,-1.9119
0.0121,-0.013916,-0.018799,1.300049,0.179646,-0.034040000000000015,0.22517600000000002,0.0,0.0,0.0,-0.23342653353114426,0.00045657662332051075,0.004461152429901506,-0.91,2.34,-1.9119
0.0114,-0.013916,-0.01123,1.30835,-0.217082,-0.09507600000000002,-0.11051799999999998,0.0,0.0,0.0,-0.2521904194458933,-0.007442361192712693,0.0032006625184821387,-0.91,2.34,-1.9119
0.0121,-0.010742,-0.010742,1.311279,-0.18656499999999998,0.08803,0.042070000000000024,0.0,0.0,0.0,-0.2637593762884969,-0.031510782803388517,0.0036799439082515146,-0.91,2.34,-1.9119
0.0121,-0.011963,-0.010986,1.304443,-0.00345899999999999,-0.003523000000000026,0.194658,0.0,0.0,0.0,-0.272806524231823,-0.04492020808752239,0.006028053415125998,-0.91,2.34,-1.9119
0.0121,-0.013184,-0.011475,1.302246,-0.278117,-0.09507600000000002,0.31672900000000004,0.0,0.0,0.0,-0.2858059548585143,-0.05066628405707556,0.009873030078396842,-0.91,2.34,-1.9119
0.0123,-0.013672,-0.016602,1.303955,-0.125529,-0.09507600000000002,0.13362300000000002,0.0,0.0,0.0,-0.3193202471643459,-0.05327380542339189,0.011569325393915303,-0.91,2.34,-1.9119
0.0114,-0.013672,-0.013184,1.305908,-0.18656499999999998,0.08803,0.042070000000000024,0.0,0.0,0.0,-0.3334511077942482,-0.053562119486523625,0.012059430420507425,-0.91,2.34,-1.9119
0.0121,-0.012939,-0.01123,1.30957,-0.18656499999999998,-0.064558,0.10310500000000002,0.0,0.0,0.0,-0.33789249268079663,-0.05832495444371301,0.013305979115299817,-0.91,2.34,-1.9119
0.0124,-0.012451,-0.009521,1.299316,-0.156047,-0.15611100000000003,0.13362300000000002,0.0,0.0,0.0,-0.3353137445342504,-0.06548876345141473,0.01495371443265189,-0.91,2.34,-1.9119
0.0116,-0.01123,-0.012207,1.304199,-0.09501199999999999,-0.21714600000000003,0.194658,0.0,0.0,0.0,-0.34184288600254303,-0.07671441667553,0.017218622804079042,-0.91,2.34,-1.9119
0.0123,-0.012939,-0.01123,1.304932,-0.278117,-0.09507600000000002,0.164141,0.0,0.0,0.0,-0.3465812511387748,-0.07979678068083897,0.019243232564891476,-0.91,2.34,-1.9119
0.0117,-0.013184,-0.011475,1.308594,-0.125529,0.08803,-0.07999999999999999,0.0,0.0,0.0,-0.34984889867917346,-0.07975440863460243,0.018303211329918315,-0.91,2.34,-1.9119
0.0122,-0.013916,-0.009033,1.30957,-0.217082,-0.15611100000000003,0.042070000000000024,0.0,0.0,0.0,-0.346672883194469,-0.08024753109137406,0.018816488274883688,-0.91,2.34,-1.9119
0.0118,-0.015381,-0.012451,1.30542,-0.278117,-0.12559300000000004,0.13362300000000002,0.0,0.0,0.0,-0.3543091407897896,-0.07621690460313132,0.020425550391865492,-0.91,2.34,-1.9119
0.0125,-0.01709,-0.008545,1.306152,-0.00345899999999999,-0.12559300000000004,0.011553000000000008,0.0,0.0,0.0,-0.347683612998545,-0.0680900696404714,0.020588189488864355,-0.91,2.34,-1.9119
0.0117,-0.01416,-0.014893,1.302734,-0.339152,-0.034040000000000015,0.286211,0.0,0.0,0.0,-0.36193693794651266,-0.06723335127954483,0.023960057727615388,-0.91,2.34,-1.9119
0.0143,-0.015625,-0.012207,1.309326,-0.278117,-0.369734,0.22517600000000002,0.0,0.0,0.0,-0.368354971501769,-0.06749374219936476,0.027230588430069126,-0.91,2.34,-1.9119
0.0094,-0.01709,-0.013672,1.30957,0.057576000000000016,-0.09507600000000002,0.255693,0.0,0.0,0.0,-0.3735547447450792,-0.0602612679734162,0.02966950131654049,-0.91,2.34,-1.9119
0.0127,-0.016113,-0.012207,1.307373,-0.18656499999999998,-0.064558,0.164141,0.0,0.0,0.0,-0.37779172250163295,-0.055794593847928786,0.03177642538387665,-0.91,2.34,-1.9119
0.0111,-0.013916,-0.008789,1.300781,-0.156047,-0.034040000000000015,0.164141,0.0,0.0,0.0,-0.3736821902323217,-0.056136346102263854,0.03359667100189477,-0.91,2.34,-1.9119
0.0125,-0.011475,-0.013184,1.308105,-0.36966999999999994,-0.064558,0.286211,0.0,0.0,0.0,-0.3820201122775822,-0.06205203979909566,0.03716875694079416,-0.91,2.34,-1.9119
0.0124,-0.015625,-0.015137,1.303467,-0.278117,0.057511999999999994,0.13362300000000002,0.0,0.0,0.0,-0.3928897947921661,-0.05758378759615163,0.03883918320003449,-0.91,2.34,-1.9119
0.012,-0.014404,-0.010986,1.306152,-0.36966999999999994,-0.15611100000000003,-0.07999999999999999,0.0,0.0,0.0,-0.3957673156043552,-0.058344169622666725,0.03789441430064652,-0.91,2.34,-1.9119
0.0111,-0.010254,-0.01416,1.29834,-0.09501199999999999,-0.278181,0.347246,0.0,0.0,0.0,-0.4015687954900065,-0.06831627707926656,0.04175274305512336,-0.91,2.34,-1.9119
0.0122,-0.009521,-0.011475,1.302734,-0.278117,-0.064558,0.22517600000000002,0.0,0.0,0.0,-0.40419640078773406,-0.07687790470184114,0.044478044791358286,-0.91,2.34,-1.9119
0.0124,-0.009277,-0.011963,1.305176,-0.125529,-0.186628,-0.018964999999999982,0.0,0.0,0.0,-0.40584504077668754,-0.0868600831034674,0.04423403633707912,-0.91,2.34,-1.9119
0.0122,-0.014648,-0.012451,1.306152,-0.09501199999999999,-0.369734,0.13362300000000002,0.0,0.0,0.0,-0.4079097011688221,-0.08893370608859504,0.04590655515954936,-0.91,2.34,-1.9119
0.0123,-0.011719,-0.012451,1.307861,-0.03397699999999998,0.240618,0.07258800000000001,0.0,0.0,0.0,-0.40914950787894316,-0.08879946555182408,0.046770766675997076,-0.91,2.34,-1.9119
0.011,-0.010498,-0.01416,1.297852,-0.156047,0.057511999999999994,-0.141035,0.0,0.0,0.0,-0.4145627490814524,-0.092963814115202,0.04520837840537493,-0.91,2.34,-1.9119
0.0128,-0.017578,-0.013672,1.3125,-0.18656499999999998,-0.09507600000000002,0.13362300000000002,0.0,0.0,0.0,-0.4194189685255461,-0.08709067480346455,0.046960360454735034,-0.91,2.34,-1.9119
0.0123,-0.015381,-0.012695,1.306152,-0.18656499999999998,-0.09507600000000002,0.10310500000000002,0.0,0.0,0.0,-0.4225008208249967,-0.08498816772465478,0.04825126222874759,-0.91,2.34,-1.9119
